enc_name,caption_type,participant,roi,rs
BERT,Phi-4,5,faces,0.2673165273445612
BERT,Phi-4,6,faces,0.1691408025997114
BERT,Phi-4,7,faces,0.1415375439741664
BERT,Phi-4,8,faces,0.0926626810416833
BERT,Phi-4,1,bodies,0.2820505819552933
BERT,Phi-4,2,bodies,0.2691495009901679
BERT,Phi-4,3,bodies,0.191821213523416
BERT,Phi-4,4,bodies,0.1955928429809017
BERT,Phi-4,5,bodies,0.2448808569958163
BERT,Phi-4,6,bodies,0.1674458494618999
BERT,Phi-4,7,bodies,0.1716454995355115
BERT,Phi-4,8,bodies,0.1038552915890667
BERT,Pixtral,1,all,0.2050050313682593
BERT,Pixtral,2,all,0.1599727240465175
BERT,Pixtral,3,all,0.0985097406072477
BERT,Pixtral,4,all,0.1230252434187228
BERT,Pixtral,5,all,0.1990491157032956
BERT,Pixtral,6,all,0.1146789083767044
BERT,Pixtral,7,all,0.1417217575003084
BERT,Pixtral,8,all,0.053766688080181
BERT,Pixtral,1,places,0.0995938988527655
BERT,Pixtral,2,places,0.0963542585346351
BERT,Pixtral,3,places,0.0460155377733762
BERT,Pixtral,4,places,0.0490219991208863
BERT,Pixtral,5,places,0.0626020007210859
BERT,Pixtral,6,places,0.0658124492883582
BERT,Pixtral,7,places,0.0921759127397009
BERT,Pixtral,8,places,-0.0014766413853087
BERT,Pixtral,1,faces,0.1629538151333487
BERT,Pixtral,2,faces,0.1253057228617682
BERT,Pixtral,3,faces,0.1058324592590735
BERT,Pixtral,4,faces,0.0913089218493114
BERT,Pixtral,5,faces,0.2326033879155904
BERT,Pixtral,6,faces,0.1412451825814185
BERT,Pixtral,7,faces,0.1515914787331595
BERT,Pixtral,8,faces,0.0741658088740263
BERT,Pixtral,1,bodies,0.238993988512375
BERT,Pixtral,2,bodies,0.2496689832083647
BERT,Pixtral,3,bodies,0.153911490209353
BERT,Pixtral,4,bodies,0.1623546813750263
BERT,Pixtral,5,bodies,0.2201490179187766
BERT,Pixtral,6,bodies,0.1436484186120538
BERT,Pixtral,7,bodies,0.1903652843802379
BERT,Pixtral,8,bodies,0.0855674459328955
BERT,Qwen2.5-VL,1,all,0.186029612823203
BERT,Qwen2.5-VL,2,all,0.1362934102871561
BERT,Qwen2.5-VL,3,all,0.1026063557408538
BERT,Qwen2.5-VL,4,all,0.1209420321273318
BERT,Qwen2.5-VL,5,all,0.1740475589191992
BERT,Qwen2.5-VL,6,all,0.1024691257218926
BERT,Qwen2.5-VL,7,all,0.1264066845733949
BERT,Qwen2.5-VL,8,all,0.0509541821257401
BERT,Qwen2.5-VL,1,places,0.1194914140424699
BERT,Qwen2.5-VL,2,places,0.1077279177235085
BERT,Qwen2.5-VL,3,places,0.0742508373980254
BERT,Qwen2.5-VL,4,places,0.0690636377460558
BERT,Qwen2.5-VL,5,places,0.0782277680943914
BERT,Qwen2.5-VL,6,places,0.0761672009795884
BERT,Qwen2.5-VL,7,places,0.1197076518598846
BERT,Qwen2.5-VL,8,places,0.02687160793876
BERT,Qwen2.5-VL,1,faces,0.1540177564719075
BERT,Qwen2.5-VL,2,faces,0.0412498829221227
BERT,Qwen2.5-VL,3,faces,0.0907995976522503
BERT,Qwen2.5-VL,4,faces,0.0831099077999631
BERT,Qwen2.5-VL,5,faces,0.1663572166324235
BERT,Qwen2.5-VL,6,faces,0.1058984420948024
BERT,Qwen2.5-VL,7,faces,0.0905693054928003
BERT,Qwen2.5-VL,8,faces,0.0516284561944176
BERT,Qwen2.5-VL,1,bodies,0.2166126114062106
BERT,Qwen2.5-VL,2,bodies,0.1751652574832479
BERT,Qwen2.5-VL,3,bodies,0.1196153732703934
BERT,Qwen2.5-VL,4,bodies,0.1487948121075585
BERT,Qwen2.5-VL,5,bodies,0.1818920934333243
BERT,Qwen2.5-VL,6,bodies,0.1161736432207527
BERT,Qwen2.5-VL,7,bodies,0.1342099048128976
BERT,Qwen2.5-VL,8,bodies,0.0594484086144615
BERT,Molmo,1,all,0.183805417358454
BERT,Molmo,2,all,0.1705428108547721
BERT,Molmo,3,all,0.1035620737186104
BERT,Molmo,4,all,0.1143997208739036
BERT,Molmo,5,all,0.1979987367799131
BERT,Molmo,6,all,0.1169499987663225
BERT,Molmo,7,all,0.1270380180934337
BERT,Molmo,8,all,0.0613093416609634
BERT,Molmo,1,places,0.0957602112703826
BERT,Molmo,2,places,0.106761243529955
BERT,Molmo,3,places,0.0463992033574923
BERT,Molmo,4,places,0.042660922146899
BERT,Molmo,5,places,0.0711583276044429
BERT,Molmo,6,places,0.0653357249552738
BERT,Molmo,7,places,0.0575719088939715
BERT,Molmo,8,places,0.0261306661449501
BERT,Molmo,1,faces,0.1551884433811638
BERT,Molmo,2,faces,0.110501829471353
BERT,Molmo,3,faces,0.0984462033195361
BERT,Molmo,4,faces,0.0846101782606183
BERT,Molmo,5,faces,0.2101482847341873
BERT,Molmo,6,faces,0.120599649036183
BERT,Molmo,7,faces,0.1143958550362534
BERT,Molmo,8,faces,0.0713973294093435
BERT,Molmo,1,bodies,0.2266714276847712
BERT,Molmo,2,bodies,0.2243220628044475
BERT,Molmo,3,bodies,0.135235976889228
BERT,Molmo,4,bodies,0.1464229897804913
BERT,Molmo,5,bodies,0.2288567460812344
BERT,Molmo,6,bodies,0.1384427721671463
BERT,Molmo,7,bodies,0.1535426635952957
BERT,Molmo,8,bodies,0.0914149220603779
Llama3,MS COCO,1,all,0.0105411568315851
Llama3,MS COCO,2,all,0.0135452963912112
Llama3,MS COCO,3,all,0.0322865518690107
Llama3,MS COCO,4,all,0.0168107220007725
Llama3,MS COCO,5,all,0.0369765945189079
Llama3,MS COCO,6,all,0.0358091966305675
Llama3,MS COCO,7,all,0.0428265699774776
Llama3,MS COCO,8,all,-0.001908673583488
Llama3,MS COCO,1,places,-0.018826457492437
Llama3,MS COCO,2,places,-0.0212023014316982
Llama3,MS COCO,3,places,0.0182342192642049
Llama3,MS COCO,4,places,-0.0195613630265391
Llama3,MS COCO,5,places,0.0227918432299865
Llama3,MS COCO,6,places,-0.004102646273985
Llama3,MS COCO,7,places,0.0257184445130799
Llama3,MS COCO,8,places,-0.0025107526403968
Llama3,MS COCO,1,faces,0.0254612741687692
Llama3,MS COCO,2,faces,0.0311048408373431
Llama3,MS COCO,3,faces,0.056784207970209
Llama3,MS COCO,4,faces,0.0312350287815633
Llama3,MS COCO,5,faces,0.0617477052535319
Llama3,MS COCO,6,faces,0.0502185534189672
Llama3,MS COCO,7,faces,0.0501507955919648
Llama3,MS COCO,8,faces,0.0172585205074652
Llama3,MS COCO,1,bodies,0.0405125557135771
Llama3,MS COCO,2,bodies,0.0591830086277944
Llama3,MS COCO,3,bodies,0.0622078296888428
Llama3,MS COCO,4,bodies,0.036477001607732
Llama3,MS COCO,5,bodies,0.0526158530262132
Llama3,MS COCO,6,bodies,0.0558670184820337
Llama3,MS COCO,7,bodies,0.0514759113772978
Llama3,MS COCO,8,bodies,0.0067795850736854
Llama3,LLaVA-OV,1,all,0.149575519067644
Llama3,LLaVA-OV,2,all,0.1144311126662665
Llama3,LLaVA-OV,3,all,0.0805173916033674
Llama3,LLaVA-OV,4,all,0.0931205537356966
Llama3,LLaVA-OV,5,all,0.1493244158554156
Llama3,LLaVA-OV,6,all,0.1001043462526253
Llama3,LLaVA-OV,7,all,0.0735150786568084
Llama3,LLaVA-OV,8,all,0.0489444492973346
Llama3,LLaVA-OV,1,places,0.0902040276180423
Llama3,LLaVA-OV,2,places,0.0548405545217525
Llama3,LLaVA-OV,3,places,0.023936599612297
Llama3,LLaVA-OV,4,places,0.0366085650862521
Llama3,LLaVA-OV,5,places,0.065478656591045
Llama3,LLaVA-OV,6,places,0.0588122922069137
Llama3,LLaVA-OV,7,places,0.0364177095123808
Llama3,LLaVA-OV,8,places,0.0380405574388299
Llama3,LLaVA-OV,1,faces,0.1373633519888023
Llama3,LLaVA-OV,2,faces,0.0883277034128704
Llama3,LLaVA-OV,3,faces,0.0914490289104218
Llama3,LLaVA-OV,4,faces,0.0581139586934865
Llama3,LLaVA-OV,5,faces,0.1665164134087612
Llama3,LLaVA-OV,6,faces,0.1047174526883318
Llama3,LLaVA-OV,7,faces,0.078125998180586
Llama3,LLaVA-OV,8,faces,0.0345981005244392
Llama3,LLaVA-OV,1,bodies,0.1946189313076657
Llama3,LLaVA-OV,2,bodies,0.1780098952800907
Llama3,LLaVA-OV,3,bodies,0.1103875718015925
Llama3,LLaVA-OV,4,bodies,0.1297683368143467
Llama3,LLaVA-OV,5,bodies,0.1749967837098287
Llama3,LLaVA-OV,6,bodies,0.1179351218965561
Llama3,LLaVA-OV,7,bodies,0.1098417995601465
Llama3,LLaVA-OV,8,bodies,0.0624280438874714
Llama3,Phi-4,1,all,0.1534677391673357
Llama3,Phi-4,2,all,0.1350590588110567
Llama3,Phi-4,3,all,0.1275478521937625
Llama3,Phi-4,4,all,0.1052970840266553
Llama3,Phi-4,5,all,0.1534297945967307
Llama3,Phi-4,6,all,0.1127341764561646
Llama3,Phi-4,7,all,0.0756016315810807
Llama3,Phi-4,8,all,0.0633274685587745
Llama3,Phi-4,1,places,0.0820490054133648
Llama3,Phi-4,2,places,0.0557800992189597
Llama3,Phi-4,3,places,0.0695733384940098
Llama3,Phi-4,4,places,0.0218578694428249
Llama3,Phi-4,5,places,0.0575891938758287
Llama3,Phi-4,6,places,0.0592706925057053
Llama3,Phi-4,7,places,0.0365852939662747
Llama3,Phi-4,8,places,0.0370840150522033
Llama3,Phi-4,1,faces,0.1706929186158318
Llama3,Phi-4,2,faces,0.1241676235208894
Llama3,Phi-4,3,faces,0.1228520431582873
Llama3,Phi-4,4,faces,0.0725889467987322
Llama3,Phi-4,5,faces,0.2064974952811565
Llama3,Phi-4,6,faces,0.1364399789674183
Llama3,Phi-4,7,faces,0.1196521891382168
Llama3,Phi-4,8,faces,0.0689105478815531
Llama3,Phi-4,1,bodies,0.2518378660974863
Llama3,Phi-4,2,bodies,0.2726624698698462
Llama3,Phi-4,3,bodies,0.1727978044157521
Llama3,Phi-4,4,bodies,0.1766472630370786
Llama3,Phi-4,5,bodies,0.2043699818319498
Llama3,Phi-4,6,bodies,0.1512003440183929
Llama3,Phi-4,7,bodies,0.1522013527010007
Llama3,Phi-4,8,bodies,0.0753945356785789
Llama3,Pixtral,1,all,0.1348805484570879
Llama3,Pixtral,2,all,0.1313902952248472
Llama3,Pixtral,3,all,0.0755805313556547
Llama3,Pixtral,4,all,0.0906557352937827
Llama3,Pixtral,5,all,0.1092374447465927
Llama3,Pixtral,6,all,0.0959912918977054
Llama3,Pixtral,7,all,0.0909901853016584
Llama3,Pixtral,8,all,0.0123243319832511
Llama3,Pixtral,1,places,0.0636802035907494
Llama3,Pixtral,2,places,0.0686444887311787
Llama3,Pixtral,3,places,0.0494805486228255
Llama3,Pixtral,4,places,0.0440884200833535
Llama3,Pixtral,5,places,0.0337869556037777
Llama3,Pixtral,6,places,0.0383387468525844
Llama3,Pixtral,7,places,0.0450081540305693
Llama3,Pixtral,8,places,-0.0006493161573323
Llama3,Pixtral,1,faces,0.1546403480342098
Llama3,Pixtral,2,faces,0.0798134825738449
Llama3,Pixtral,3,faces,0.0844331995845037
Llama3,Pixtral,4,faces,0.0688300946706352
Llama3,Pixtral,5,faces,0.1903878654520776
Llama3,Pixtral,6,faces,0.1169861236499153
Llama3,Pixtral,7,faces,0.1020697812158739
Llama3,Pixtral,8,faces,0.0567345830096572
Llama3,Pixtral,1,bodies,0.1996959506665222
Llama3,Pixtral,2,bodies,0.1902109198019076
Llama3,Pixtral,3,bodies,0.1236570171052089
Llama3,Pixtral,4,bodies,0.1185426888924515
Llama3,Pixtral,5,bodies,0.1429316481363711
Llama3,Pixtral,6,bodies,0.1237121709964645
Llama3,Pixtral,7,bodies,0.1227768823899725
Llama3,Pixtral,8,bodies,0.057201046343956
Llama3,Qwen2.5-VL,1,all,0.1375010506565555
Llama3,Qwen2.5-VL,2,all,0.1253072975670852
Llama3,Qwen2.5-VL,3,all,0.0545344645002857
Llama3,Qwen2.5-VL,4,all,0.105597690338269
Llama3,Qwen2.5-VL,5,all,0.1277116500569567
Llama3,Qwen2.5-VL,6,all,0.0715365260223434
Llama3,Qwen2.5-VL,7,all,0.0760152021515832
Llama3,Qwen2.5-VL,8,all,0.0276042535132624
Llama3,Qwen2.5-VL,1,places,0.0600477266604778
Llama3,Qwen2.5-VL,2,places,0.0505805251364874
Llama3,Qwen2.5-VL,3,places,-0.0011833673989483
Llama3,Qwen2.5-VL,4,places,0.030301788794852
Llama3,Qwen2.5-VL,5,places,0.0298753476296647
Llama3,Qwen2.5-VL,6,places,0.0138986825206546
Llama3,Qwen2.5-VL,7,places,0.0162272904693339
Llama3,Qwen2.5-VL,8,places,-0.008209927100706
Llama3,Qwen2.5-VL,1,faces,0.1267140331873636
Llama3,Qwen2.5-VL,2,faces,0.088512091864733
Llama3,Qwen2.5-VL,3,faces,0.0628134337866211
Llama3,Qwen2.5-VL,4,faces,0.0830845860701681
Llama3,Qwen2.5-VL,5,faces,0.1603375323413824
Llama3,Qwen2.5-VL,6,faces,0.1133551216773953
Llama3,Qwen2.5-VL,7,faces,0.0846257958766697
Llama3,Qwen2.5-VL,8,faces,0.0296938480027253
Llama3,Qwen2.5-VL,1,bodies,0.1848669865310296
Llama3,Qwen2.5-VL,2,bodies,0.1927784494802792
Llama3,Qwen2.5-VL,3,bodies,0.1099219777115592
Llama3,Qwen2.5-VL,4,bodies,0.1418751610018089
Llama3,Qwen2.5-VL,5,bodies,0.156615099820724
Llama3,Qwen2.5-VL,6,bodies,0.1152073677119629
Llama3,Qwen2.5-VL,7,bodies,0.1095473657594658
Llama3,Qwen2.5-VL,8,bodies,0.0587260113204632
Llama3,Molmo,1,all,0.1554404534927058
Llama3,Molmo,2,all,0.140638595286183
Llama3,Molmo,3,all,0.1002254729052182
Llama3,Molmo,4,all,0.1447499087810823
Llama3,Molmo,5,all,0.1545432324647441
Llama3,Molmo,6,all,0.0924122885230972
Llama3,Molmo,7,all,0.1092007166972172
Llama3,Molmo,8,all,0.0561042854515719
Llama3,Molmo,1,places,0.0775694291115295
Llama3,Molmo,2,places,0.0897494748535892
Llama3,Molmo,3,places,0.0480693702557981
Llama3,Molmo,4,places,0.0563200595557331
Llama3,Molmo,5,places,0.0517560898409099
Llama3,Molmo,6,places,0.0361057960131551
Llama3,Molmo,7,places,0.0317183788729345
Llama3,Molmo,8,places,0.0228771763879587
Llama3,Molmo,1,faces,0.1772162917424058
Llama3,Molmo,2,faces,0.1041390004720494
Llama3,Molmo,3,faces,0.1021659435162738
Llama3,Molmo,4,faces,0.1108916656969905
Llama3,Molmo,5,faces,0.198505214092604
Llama3,Molmo,6,faces,0.1437886182882503
Llama3,Molmo,7,faces,0.1335638110271401
Llama3,Molmo,8,faces,0.0875092873806651
Llama3,Molmo,1,bodies,0.2508715523923276
Llama3,Molmo,2,bodies,0.2437967886091717
Llama3,Molmo,3,bodies,0.1595491217631904
Llama3,Molmo,4,bodies,0.1852292046845355
Llama3,Molmo,5,bodies,0.2098543179859204
Llama3,Molmo,6,bodies,0.1526477026521169
Llama3,Molmo,7,bodies,0.1791520112124061
Llama3,Molmo,8,bodies,0.1021957114114457
GPT-2,MS COCO,1,all,0.0070211105605185
GPT-2,MS COCO,2,all,0.016700142644769
GPT-2,MS COCO,3,all,0.0405215679004454
GPT-2,MS COCO,4,all,0.0248081706220201
GPT-2,MS COCO,5,all,0.0266598980526219
GPT-2,MS COCO,6,all,0.0231612259990547
GPT-2,MS COCO,7,all,0.0535204679762277
GPT-2,MS COCO,8,all,-0.001526275768922
GPT-2,MS COCO,1,places,-0.0179053659992682
GPT-2,MS COCO,2,places,-0.0156982335445212
GPT-2,MS COCO,3,places,0.0261495687706257
GPT-2,MS COCO,4,places,-0.0030690925128158
GPT-2,MS COCO,5,places,0.0317354428280999
GPT-2,MS COCO,6,places,-0.0003662805977211
GPT-2,MS COCO,7,places,0.0379875656331334
GPT-2,MS COCO,8,places,-0.0037418457421113
GPT-2,MS COCO,1,faces,0.0214099435223336
GPT-2,MS COCO,2,faces,0.0481482037966517
GPT-2,MS COCO,3,faces,0.0465037435049535
GPT-2,MS COCO,4,faces,0.0372211796374276
GPT-2,MS COCO,5,faces,0.0265605070698535
GPT-2,MS COCO,6,faces,0.0340877260557735
GPT-2,MS COCO,7,faces,0.0605086210998556
GPT-2,MS COCO,8,faces,0.0224386174045547
GPT-2,MS COCO,1,bodies,0.0354616371320332
GPT-2,MS COCO,2,bodies,0.0541548330104616
GPT-2,MS COCO,3,bodies,0.0530000807321266
GPT-2,MS COCO,4,bodies,0.044379926488744
GPT-2,MS COCO,5,bodies,0.0353663624598803
GPT-2,MS COCO,6,bodies,0.0407763663120264
GPT-2,MS COCO,7,bodies,0.0490047987594337
GPT-2,MS COCO,8,bodies,0.0174770457545568
GPT-2,LLaVA-OV,1,all,0.1904573333852861
GPT-2,LLaVA-OV,2,all,0.1565767178566124
GPT-2,LLaVA-OV,3,all,0.0723257738394531
GPT-2,LLaVA-OV,4,all,0.1104526628074158
GPT-2,LLaVA-OV,5,all,0.1819873802321875
GPT-2,LLaVA-OV,6,all,0.1244346225783668
GPT-2,LLaVA-OV,7,all,0.107971148647542
GPT-2,LLaVA-OV,8,all,0.0651041095467026
GPT-2,LLaVA-OV,1,places,0.1048188344643466
GPT-2,LLaVA-OV,2,places,0.0901540950795254
GPT-2,LLaVA-OV,3,places,0.0347055320428144
GPT-2,LLaVA-OV,4,places,0.073012523221057
GPT-2,LLaVA-OV,5,places,0.0862573412259337
GPT-2,LLaVA-OV,6,places,0.0765404560904581
GPT-2,LLaVA-OV,7,places,0.0537445542428601
GPT-2,LLaVA-OV,8,places,0.0414230648377576
GPT-2,LLaVA-OV,1,faces,0.1567040857794315
GPT-2,LLaVA-OV,2,faces,0.1136501381807253
GPT-2,LLaVA-OV,3,faces,0.064551907557318
GPT-2,LLaVA-OV,4,faces,0.0658022777999701
GPT-2,LLaVA-OV,5,faces,0.1577650947846202
GPT-2,LLaVA-OV,6,faces,0.1009176816269667
GPT-2,LLaVA-OV,7,faces,0.0893897683135865
GPT-2,LLaVA-OV,8,faces,0.0595880962448458
GPT-2,LLaVA-OV,1,bodies,0.2090248475231642
GPT-2,LLaVA-OV,2,bodies,0.174093298719113
GPT-2,LLaVA-OV,3,bodies,0.0967430234113693
GPT-2,LLaVA-OV,4,bodies,0.1324391854094702
GPT-2,LLaVA-OV,5,bodies,0.1998746923645483
GPT-2,LLaVA-OV,6,bodies,0.1185501565527619
GPT-2,LLaVA-OV,7,bodies,0.130200585710844
GPT-2,LLaVA-OV,8,bodies,0.0764479953864168
GPT-2,Phi-4,1,all,0.1768826514489727
GPT-2,Phi-4,2,all,0.1597409288666091
GPT-2,Phi-4,3,all,0.1166522193082774
GPT-2,Phi-4,4,all,0.1310340831756403
GPT-2,Phi-4,5,all,0.1826435711784505
GPT-2,Phi-4,6,all,0.1147434242970133
GPT-2,Phi-4,7,all,0.1040102808430537
GPT-2,Phi-4,8,all,0.0435345488931107
GPT-2,Phi-4,1,places,0.0545059204465312
GPT-2,Phi-4,2,places,0.0399002361747459
GPT-2,Phi-4,3,places,0.0479006313905618
GPT-2,Phi-4,4,places,0.0277537030574517
GPT-2,Phi-4,5,places,0.0301348163741402
GPT-2,Phi-4,6,places,0.0281119638782472
GPT-2,Phi-4,7,places,0.0208941238211972
GPT-2,Phi-4,8,places,-0.001008940552154
GPT-2,Phi-4,1,faces,0.1842459162197884
GPT-2,Phi-4,2,faces,0.1339315182983388
GPT-2,Phi-4,3,faces,0.1367017084767693
GPT-2,Phi-4,4,faces,0.0825555836198463
GPT-2,Phi-4,5,faces,0.2250750651914762
GPT-2,Phi-4,6,faces,0.1404995554499946
GPT-2,Phi-4,7,faces,0.1211490359480206
GPT-2,Phi-4,8,faces,0.0745567848532919
GPT-2,Phi-4,1,bodies,0.270854636906175
GPT-2,Phi-4,2,bodies,0.2797770803305788
GPT-2,Phi-4,3,bodies,0.1825376539498703
GPT-2,Phi-4,4,bodies,0.1909401690143709
GPT-2,Phi-4,5,bodies,0.2487923628501773
GPT-2,Phi-4,6,bodies,0.1578325696291326
GPT-2,Phi-4,7,bodies,0.1730244950781059
GPT-2,Phi-4,8,bodies,0.0757925664682562
GPT-2,Pixtral,1,all,0.1790739471239884
GPT-2,Pixtral,2,all,0.1483692799570413
GPT-2,Pixtral,3,all,0.110652147661129
GPT-2,Pixtral,4,all,0.1222874048093585
GPT-2,Pixtral,5,all,0.1704114676240392
GPT-2,Pixtral,6,all,0.1344271256665063
GPT-2,Pixtral,7,all,0.1310068404728546
GPT-2,Pixtral,8,all,0.0292220964658761
GPT-2,Pixtral,1,places,0.1026238739753523
GPT-2,Pixtral,2,places,0.0903671896278781
GPT-2,Pixtral,3,places,0.0928475457069247
GPT-2,Pixtral,4,places,0.0826509890750576
GPT-2,Pixtral,5,places,0.0967223780518739
GPT-2,Pixtral,6,places,0.0877467033265635
GPT-2,Pixtral,7,places,0.0862974697042266
GPT-2,Pixtral,8,places,0.0110524093026641
GPT-2,Pixtral,1,faces,0.1485745602653013
GPT-2,Pixtral,2,faces,0.0704175232475742
GPT-2,Pixtral,3,faces,0.0974512839481697
GPT-2,Pixtral,4,faces,0.0724744155106783
GPT-2,Pixtral,5,faces,0.1618133894614998
GPT-2,Pixtral,6,faces,0.1154814464483066
GPT-2,Pixtral,7,faces,0.1047686774695847
GPT-2,Pixtral,8,faces,0.0473260772189233
GPT-2,Pixtral,1,bodies,0.2170803044769492
GPT-2,Pixtral,2,bodies,0.1782852379677759
GPT-2,Pixtral,3,bodies,0.1286556419965972
GPT-2,Pixtral,4,bodies,0.1448761874815971
GPT-2,Pixtral,5,bodies,0.1833316438482205
GPT-2,Pixtral,6,bodies,0.1542608132724787
GPT-2,Pixtral,7,bodies,0.144882139142229
GPT-2,Pixtral,8,bodies,0.0566392250418192
GPT-2,Qwen2.5-VL,1,all,0.1824890370320059
GPT-2,Qwen2.5-VL,2,all,0.1318833434588045
GPT-2,Qwen2.5-VL,3,all,0.0995918060020645
GPT-2,Qwen2.5-VL,4,all,0.1288909859119191
GPT-2,Qwen2.5-VL,5,all,0.1636729798263932
GPT-2,Qwen2.5-VL,6,all,0.0702640809946041
GPT-2,Qwen2.5-VL,7,all,0.0993801411491447
GPT-2,Qwen2.5-VL,8,all,0.0579964612977332
GPT-2,Qwen2.5-VL,1,places,0.1113528515130376
GPT-2,Qwen2.5-VL,2,places,0.0757107799614866
GPT-2,Qwen2.5-VL,3,places,0.0706910269337861
GPT-2,Qwen2.5-VL,4,places,0.069634306765653
GPT-2,Qwen2.5-VL,5,places,0.0973039929441816
GPT-2,Qwen2.5-VL,6,places,0.0767631905239138
GPT-2,Qwen2.5-VL,7,places,0.0795227902801458
GPT-2,Qwen2.5-VL,8,places,0.0643307185504071
GPT-2,Qwen2.5-VL,1,faces,0.1759643127684843
GPT-2,Qwen2.5-VL,2,faces,0.0709565590667807
GPT-2,Qwen2.5-VL,3,faces,0.1013624956648398
GPT-2,Qwen2.5-VL,4,faces,0.0928611836328858
GPT-2,Qwen2.5-VL,5,faces,0.1536081632743527
GPT-2,Qwen2.5-VL,6,faces,0.0796562974896791
GPT-2,Qwen2.5-VL,7,faces,0.1030412711146707
GPT-2,Qwen2.5-VL,8,faces,0.0446772525978458
GPT-2,Qwen2.5-VL,1,bodies,0.2397742085295799
GPT-2,Qwen2.5-VL,2,bodies,0.1953251041695012
GPT-2,Qwen2.5-VL,3,bodies,0.1409924159429734
GPT-2,Qwen2.5-VL,4,bodies,0.1608250765991312
GPT-2,Qwen2.5-VL,5,bodies,0.1936126755710271
GPT-2,Qwen2.5-VL,6,bodies,0.1060358477141338
GPT-2,Qwen2.5-VL,7,bodies,0.138368831758112
GPT-2,Qwen2.5-VL,8,bodies,0.0610383377056232
GPT-2,Molmo,1,all,0.2159012398702942
GPT-2,Molmo,2,all,0.1960990760925441
GPT-2,Molmo,3,all,0.1256282014222515
GPT-2,Molmo,4,all,0.1361179877445476
GPT-2,Molmo,5,all,0.2243339224607867
GPT-2,Molmo,6,all,0.1277116844306261
GPT-2,Molmo,7,all,0.1309393295443718
GPT-2,Molmo,8,all,0.0519132419637323
GPT-2,Molmo,1,places,0.0991102229387858
GPT-2,Molmo,2,places,0.1070436073112564
GPT-2,Molmo,3,places,0.1145067544793405
GPT-2,Molmo,4,places,0.0802798895016121
GPT-2,Molmo,5,places,0.1272320464577348
GPT-2,Molmo,6,places,0.0947709014987382
GPT-2,Molmo,7,places,0.0927464900905795
GPT-2,Molmo,8,places,0.0501746692930116
GPT-2,Molmo,1,faces,0.1769745468134943
GPT-2,Molmo,2,faces,0.0860620171765903
GPT-2,Molmo,3,faces,0.1055633867670401
GPT-2,Molmo,4,faces,0.0901207347074568
GPT-2,Molmo,5,faces,0.1728451444058904
GPT-2,Molmo,6,faces,0.1051744462655702
GPT-2,Molmo,7,faces,0.0961729073253137
GPT-2,Molmo,8,faces,0.0476738733403847
GPT-2,Molmo,1,bodies,0.2464269535918772
GPT-2,Molmo,2,bodies,0.2378252548240716
GPT-2,Molmo,3,bodies,0.1565676968340845
GPT-2,Molmo,4,bodies,0.157306750959936
GPT-2,Molmo,5,bodies,0.2330392472546294
GPT-2,Molmo,6,bodies,0.1454406447697743
GPT-2,Molmo,7,bodies,0.1439260922434868
GPT-2,Molmo,8,bodies,0.0701360952884002
